pl_name,hostname,pl_orbper
11 Com b,11 Com,323.21
11 Com b,11 Com,326.03
11 Com b,11 Com,NA
11 UMi b,11 UMi,NA
11 UMi b,11 UMi,516.21997
11 UMi b,11 UMi,516.22
14 And b,14 And,186.76
14 And b,14 And,185.84
14 And b,14 And,NA
14 Her b,14 Her,1765.0389
14 Her b,14 Her,1773.40002
14 Her b,14 Her,1766
14 Her b,14 Her,1766.41
14 Her b,14 Her,NA
14 Her b,14 Her,1724
14 Her b,14 Her,1773.4
14 Her b,14 Her,1796.4
14 Her b,14 Her,NA
16 Cyg B b,16 Cyg B,799.5
16 Cyg B b,16 Cyg B,800.8
16 Cyg B b,16 Cyg B,798.5
16 Cyg B b,16 Cyg B,798.5
16 Cyg B b,16 Cyg B,799.45
16 Cyg B b,16 Cyg B,799.5
17 Sco b,17 Sco,578.38
18 Del b,18 Del,982.85
18 Del b,18 Del,NA
18 Del b,18 Del,993.3
1RXS J160929.1-210524 b,1RXS J160929.1-210524,NA
1RXS J160929.1-210524 b,1RXS J160929.1-210524,NA
1RXS J160929.1-210524 b,1RXS J160929.1-210524,NA
1RXS J160929.1-210524 b,1RXS J160929.1-210524,NA
24 Boo b,24 Boo,30.33
24 Boo b,24 Boo,30.3506
24 Sex b,24 Sex,452.8
24 Sex c,24 Sex,883
2M0437 b,2MASS J04372171+2651014,NA
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,NA
2MASS J01225093-2439505 b,2MASS J01225093-2439505,NA
2MASS J01225093-2439505 b,2MASS J01225093-2439505,NA
2MASS J02192210-3925225 b,2MASS J02192210-3925225,NA
2MASS J0249-0557 c,2MASS J0249-0557 A,NA
2MASS J03590986+2009361 b,2MASS J03590986+2009361,NA
2MASS J04414489+2301513 b,2MASS J04414489+2301513,NA
2MASS J11011926-7732383 b,2MASS J11011926-7732383,NA
2MASS J11550485-7919108 b,2MASS J11550485-7919108,NA
2MASS J12073346-3932539 b,2MASS J12073346-3932539,NA
2MASS J12073346-3932539 b,2MASS J12073346-3932539,NA
2MASS J12073346-3932539 b,2MASS J12073346-3932539,NA
2MASS J19383260+4603591 b,2MASS J19383260+4603591,416
2MASS J19383260+4603591 b,2MASS J19383260+4603591,406
2MASS J21252752-8138278 b,2MASS J21252752-8138278,NA
2MASS J22362452+4751425 b,2MASS J22362452+4751425,NA
2MASS J22501512+2325342 b,2MASS J22501512+2325342,NA
4 UMa b,4 UMa,270.27
4 UMa b,4 UMa,269.3
47 UMa b,47 UMa,1076.6
47 UMa b,47 UMa,1076.06
47 UMa b,47 UMa,1100.8
47 UMa b,47 UMa,1078
47 UMa b,47 UMa,1076.6
47 UMa b,47 UMa,1083.2
47 UMa c,47 UMa,2391
47 UMa c,47 UMa,7586
47 UMa c,47 UMa,2265
47 UMa c,47 UMa,2287
47 UMa d,47 UMa,14002
47 UMa d,47 UMa,19000
51 Eri b,51 Eri,9100
51 Eri b,51 Eri,11688
51 Eri b,51 Eri,NA
51 Eri b,51 Eri,NA
51 Eri b,51 Eri,14965
51 Peg b,51 Peg,4.2307969
51 Peg b,51 Peg,4.23077
51 Peg b,51 Peg,4.230785
51 Peg b,51 Peg,4.2293
51 Peg b,51 Peg,4.231
55 Cnc B b,55 Cnc B,6.7994
55 Cnc B c,55 Cnc B,33.747
55 Cnc b,55 Cnc,14.653
55 Cnc b,55 Cnc,14.651552
55 Cnc b,55 Cnc,14.648
55 Cnc b,55 Cnc,14.67
55 Cnc b,55 Cnc,14.465314
55 Cnc b,55 Cnc,14.651
55 Cnc b,55 Cnc,14.65126
55 Cnc b,55 Cnc,14.6
55 Cnc b,55 Cnc,14.65171
55 Cnc b,55 Cnc,14.651613
55 Cnc b,55 Cnc,14.65162
55 Cnc b,55 Cnc,14.6516
55 Cnc b,55 Cnc,14.65152
55 Cnc b,55 Cnc,14.647
55 Cnc c,55 Cnc,44.3936
55 Cnc c,55 Cnc,44.3827
55 Cnc c,55 Cnc,44.3916
55 Cnc c,55 Cnc,44.3989
55 Cnc c,55 Cnc,44.3787
55 Cnc c,55 Cnc,44.4175
55 Cnc c,55 Cnc,43.93
55 Cnc c,55 Cnc,44.38
55 Cnc c,55 Cnc,44.3446
55 Cnc c,55 Cnc,44.373
55 Cnc d,55 Cnc,4545
55 Cnc d,55 Cnc,5360
55 Cnc d,55 Cnc,4517.4
55 Cnc d,55 Cnc,5574.2
55 Cnc d,55 Cnc,4909
55 Cnc d,55 Cnc,5370
55 Cnc d,55 Cnc,4867
55 Cnc d,55 Cnc,5218
55 Cnc d,55 Cnc,4799
55 Cnc d,55 Cnc,4982
55 Cnc d,55 Cnc,4825
55 Cnc d,55 Cnc,4820
55 Cnc e,55 Cnc,2.79674
55 Cnc e,55 Cnc,0.7365515
55 Cnc e,55 Cnc,0.736546
55 Cnc e,55 Cnc,0.7365445
55 Cnc e,55 Cnc,0.73654
55 Cnc e,55 Cnc,0.736547
55 Cnc e,55 Cnc,0.73654625026
55 Cnc e,55 Cnc,0.7365474
55 Cnc e,55 Cnc,2.808
55 Cnc e,55 Cnc,NA
55 Cnc e,55 Cnc,0.7365478
55 Cnc e,55 Cnc,0.736539
55 Cnc e,55 Cnc,0.737
55 Cnc e,55 Cnc,0.7365417
55 Cnc e,55 Cnc,0.736543
55 Cnc e,55 Cnc,NA
55 Cnc e,55 Cnc,0.736546
55 Cnc e,55 Cnc,0.7365474
55 Cnc e,55 Cnc,0.73654604
55 Cnc e,55 Cnc,0.73654625
55 Cnc e,55 Cnc,0.7365437
55 Cnc f,55 Cnc,260
55 Cnc f,55 Cnc,261.2
55 Cnc f,55 Cnc,260.7
55 Cnc f,55 Cnc,260.91
55 Cnc f,55 Cnc,260.54
55 Cnc f,55 Cnc,260.58
55 Cnc f,55 Cnc,260.98
55 Cnc f,55 Cnc,259.88
55 Cnc f,55 Cnc,262
6 Lyn b,6 Lyn,919.86
6 Lyn b,6 Lyn,899
6 Lyn b,6 Lyn,934.3
6 Lyn b,6 Lyn,874.774
61 Vir b,61 Vir,4.215
61 Vir b,61 Vir,4.215011
61 Vir b,61 Vir,4.21487
61 Vir c,61 Vir,38.021
61 Vir c,61 Vir,38.0864
61 Vir c,61 Vir,38.0957
61 Vir d,61 Vir,123.15
61 Vir d,61 Vir,123.01
7 CMa b,7 CMa,735.1
7 CMa b,7 CMa,796
7 CMa b,7 CMa,NA
7 CMa b,7 CMa,763
7 CMa c,7 CMa,NA
7 CMa c,7 CMa,996
70 Vir b,70 Vir,116.6926
70 Vir b,70 Vir,116.69335
70 Vir b,70 Vir,116.688
70 Vir b,70 Vir,116.689
70 Vir b,70 Vir,116.6884
70 Vir b,70 Vir,116.6884
75 Cet b,75 Cet,691.9
75 Cet b,75 Cet,696.62
75 Cet c,75 Cet,2051.62
8 UMi b,8 UMi,93.31
8 UMi b,8 UMi,93.4
8 UMi b,8 UMi,93.4
81 Cet b,81 Cet,NA
81 Cet b,81 Cet,1005.57
81 Cet b,81 Cet,952.7
91 Aqr b,91 Aqr,181.4
AB Aur b,AB Aur,NA
AB Pic b,AB Pic,NA
AF Lep b,AF Lep,NA
AF Lep b,AF Lep,9060
AF Lep b,AF Lep,8030
AF Lep b,AF Lep,7520
AF Lep b,AF Lep,8905
AT2021ueyL b,AT2021ueyL,4168.69
AU Mic b,AU Mic,8.463446
AU Mic b,AU Mic,8.4631427
AU Mic b,AU Mic,8.463
AU Mic b,AU Mic,8.46321
AU Mic b,AU Mic,8.46321
AU Mic b,AU Mic,8.463
AU Mic b,AU Mic,8.4629991
AU Mic b,AU Mic,8.45367765822
AU Mic b,AU Mic,NA
AU Mic b,AU Mic,8.462995
AU Mic b,AU Mic,8.463446
AU Mic b,AU Mic,8.46308
AU Mic b,AU Mic,8.46321
AU Mic b,AU Mic,8.4630004
AU Mic c,AU Mic,NA
AU Mic c,AU Mic,18.859018
AU Mic c,AU Mic,18.85969
AU Mic c,AU Mic,18.859023
AU Mic c,AU Mic,18.859019
AU Mic c,AU Mic,18.858991
AU Mic c,AU Mic,18.859019
AU Mic c,AU Mic,18.858982
AU Mic c,AU Mic,18.85882
AU Mic d,AU Mic,12.73596
AU Mic e,AU Mic,33.11
AU Mic e,AU Mic,33.39
BD+03 2562 b,BD+03 2562,481.9
BD+05 4868 A b,BD+05 4868 A,1.271869
BD+14 4559 b,BD+14 4559,268.94
BD+14 4559 b,BD+14 4559,268.94
BD+15 2375 b,BD+15 2375,153.22
BD+15 2940 b,BD+15 2940,137.48
BD+20 2457 b,BD+20 2457,379.63
BD+20 2457 b,BD+20 2457,379.63
BD+20 2457 c,BD+20 2457,621.99
BD+20 274 b,BD+20 274,578.2
BD+20 594 b,BD+20 594,41.6855
BD+20 594 b,BD+20 594,41.688644
BD+20 594 b,BD+20 594,41.6855
BD+37 3172 b,BD+37 3172,1887.76
BD+42 2315 b,BD+42 2315,123.05
BD+45 564 b,BD+45 564,307.88
BD+48 738 b,BD+48 738,392.6
BD+48 740 b,BD+48 740,733
BD+49 828 b,BD+49 828,2590
BD+55 362 b,BD+55 362,265.59
BD+60 1417 b,BD+60 1417,NA
BD+63 1405 b,BD+63 1405,1198.48
BD+63 1405 b,BD+63 1405,1230
BD-06 1339 b,BD-06 1339,3.873
BD-06 1339 b,BD-06 1339,3.8728
BD-06 1339 c,BD-06 1339,125.94
BD-08 2823 b,BD-08 2823,5.6
BD-08 2823 b,BD-08 2823,5.6
BD-08 2823 b,BD-08 2823,5.6
BD-08 2823 c,BD-08 2823,237.6
BD-10 3166 b,BD-10 3166,3.48777
BD-10 3166 b,BD-10 3166,3.48777
BD-10 3166 b,BD-10 3166,3.487
BD-10 3166 b,BD-10 3166,3.487905
BD-11 4672 b,BD-11 4672,1634
BD-11 4672 b,BD-11 4672,1667
BD-11 4672 c,BD-11 4672,74.2
BD-13 2130 b,BD-13 2130,714.3
BD-13 2130 b,BD-13 2130,714.29999
BD-14 3065 b,BD-14 3065 A,4.2889731
BD-14 3065 b,BD-14 3065 A,4.2889696
BD-17 63 b,BD-17 63,655.6
BD-17 63 b,BD-17 63,655.57
BD-17 63 b,BD-17 63,649
BD-17 63 b,BD-17 63,655.59998
BD-210397 b,BD-210397,1891
BD-210397 c,BD-210397,6374
BD-210397 c,BD-210397,6360
BD-210397 c,BD-210397,6240
BEBOP-3 b,BEBOP-3,547
BEBOP-4 AB b,BEBOP-4 A,1823.5
Barnard b,Barnard's star,3.1542
Barnard b,Barnard's star,3.1533
Barnard c,Barnard's star,4.1244
Barnard d,Barnard's star,2.3402
Barnard e,Barnard's star,6.7392
CD Cet b,CD Cet,2.2907
CD-35 2722 b,CD-35 2722,NA
CD-35 2722 b,CD-35 2722,NA
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.5
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000
CHXR 73 b,CHXR 73,NA
CI Tau c,CI Tau,25.2
COCONUTS-2 b,COCONUTS-2 A,402000000
COCONUTS-2 b,COCONUTS-2 A,NA
CT Cha b,CT Cha,NA
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,NA
CoRoT-1 b,CoRoT-1,1.5089557
CoRoT-1 b,CoRoT-1,1.508976552
CoRoT-1 b,CoRoT-1,1.5089686
CoRoT-1 b,CoRoT-1,1.5089635
CoRoT-1 b,CoRoT-1,1.508968772
CoRoT-1 b,CoRoT-1,1.5089557
CoRoT-1 b,CoRoT-1,1.5089682
CoRoT-10 b,CoRoT-10,13.23412611048
CoRoT-10 b,CoRoT-10,13.2406
CoRoT-10 b,CoRoT-10,13.2406
CoRoT-10 b,CoRoT-10,13.2406
CoRoT-11 b,CoRoT-11,2.99433
CoRoT-11 b,CoRoT-11,2.994325
CoRoT-11 b,CoRoT-11,2.99328197444
CoRoT-11 b,CoRoT-11,2.994325
CoRoT-11 b,CoRoT-11,NA
CoRoT-11 b,CoRoT-11,2.99427803
CoRoT-11 b,CoRoT-11,2.99433
CoRoT-12 b,CoRoT-12,2.82803914989
CoRoT-12 b,CoRoT-12,2.828041
CoRoT-12 b,CoRoT-12,2.82805268
CoRoT-12 b,CoRoT-12,2.828042
CoRoT-12 b,CoRoT-12,2.828042
CoRoT-12 b,CoRoT-12,2.828042
CoRoT-13 b,CoRoT-13,4.03519
CoRoT-13 b,CoRoT-13,4.03519
CoRoT-13 b,CoRoT-13,4.03504443843
CoRoT-13 b,CoRoT-13,4.03519
CoRoT-13 b,CoRoT-13,4.03515
CoRoT-14 b,CoRoT-14,1.51214
CoRoT-14 b,CoRoT-14,1.51214
CoRoT-14 b,CoRoT-14,1.51214
CoRoT-16 b,CoRoT-16,5.35227
CoRoT-16 b,CoRoT-16,5.35227
CoRoT-17 b,CoRoT-17,3.7681
CoRoT-17 b,CoRoT-17,3.7681
CoRoT-17 b,CoRoT-17,3.7681
CoRoT-18 b,CoRoT-18,1.9000693
CoRoT-18 b,CoRoT-18,1.90009
CoRoT-18 b,CoRoT-18,1.90008624739
CoRoT-18 b,CoRoT-18,1.9000693
CoRoT-18 b,CoRoT-18,1.9000693
CoRoT-18 b,CoRoT-18,1.9000769
CoRoT-19 b,CoRoT-19,3.897131
CoRoT-19 b,CoRoT-19,3.89713
CoRoT-19 b,CoRoT-19,3.89713
CoRoT-19 b,CoRoT-19,3.8971379
CoRoT-19 b,CoRoT-19,3.89712026062
CoRoT-19 b,CoRoT-19,3.89713
CoRoT-2 b,CoRoT-2,1.7429964
CoRoT-2 b,CoRoT-2,1.7429935
CoRoT-2 b,CoRoT-2,1.74299845482
CoRoT-2 b,CoRoT-2,1.7429975
CoRoT-2 b,CoRoT-2,1.742997
CoRoT-2 b,CoRoT-2,1.74299705
CoRoT-2 b,CoRoT-2,1.74299673
CoRoT-2 b,CoRoT-2,1.74299609
CoRoT-2 b,CoRoT-2,1.74299906
CoRoT-2 b,CoRoT-2,1.74301433466
CoRoT-2 b,CoRoT-2,1.7429935
CoRoT-2 b,CoRoT-2,1.74299673
CoRoT-2 b,CoRoT-2,1.7429935
CoRoT-20 b,CoRoT-20,9.24285
CoRoT-20 b,CoRoT-20,9.24285
CoRoT-20 b,CoRoT-20,9.2432302936
CoRoT-20 b,CoRoT-20,9.24285
CoRoT-20 b,CoRoT-20,9.24285
CoRoT-20 b,CoRoT-20,9.24318
CoRoT-20 c,CoRoT-20,1675
CoRoT-21 b,CoRoT-21,2.72474
CoRoT-21 b,CoRoT-21,2.72474
CoRoT-22 b,CoRoT-22,9.75598
CoRoT-23 b,CoRoT-23,3.6313
CoRoT-23 b,CoRoT-23,3.6313
CoRoT-23 b,CoRoT-23,3.6313
CoRoT-24 b,CoRoT-24,5.1134
CoRoT-24 c,CoRoT-24,11.759
CoRoT-25 b,CoRoT-25,4.86069
CoRoT-25 b,CoRoT-25,4.86069
CoRoT-26 b,CoRoT-26,4.20474
CoRoT-26 b,CoRoT-26,4.20474
CoRoT-27 b,CoRoT-27,3.57532
CoRoT-27 b,CoRoT-27,3.57532
CoRoT-28 b,CoRoT-28,5.20851
CoRoT-28 b,CoRoT-28,5.20851
CoRoT-29 b,CoRoT-29,2.8505615
CoRoT-29 b,CoRoT-29,2.85057
CoRoT-29 b,CoRoT-29,2.85057
CoRoT-3 b,CoRoT-3,4.2568
CoRoT-3 b,CoRoT-3,4.2567994
CoRoT-3 b,CoRoT-3,NA
CoRoT-3 b,CoRoT-3,4.2567994
CoRoT-3 b,CoRoT-3,4.2567994
CoRoT-30 b,CoRoT-30,9.06005
CoRoT-31 b,CoRoT-31,4.62941
CoRoT-32 b,CoRoT-32,6.71837
CoRoT-32 b,CoRoT-32,6.7183678
CoRoT-35 b,CoRoT-35,3.22748
CoRoT-36 b,CoRoT-36,5.616531
CoRoT-4 b,CoRoT-4,9.20205
CoRoT-4 b,CoRoT-4,9.20164964154
CoRoT-4 b,CoRoT-4,9.20205
CoRoT-4 b,CoRoT-4,9.20205
CoRoT-5 b,CoRoT-5,4.0378962
CoRoT-5 b,CoRoT-5,4.0379156
CoRoT-5 b,CoRoT-5,4.0379156
CoRoT-5 b,CoRoT-5,4.03790124331
CoRoT-5 b,CoRoT-5,4.0378962
CoRoT-5 b,CoRoT-5,4.0378962
CoRoT-6 b,CoRoT-6,8.886593
CoRoT-6 b,CoRoT-6,8.886593
CoRoT-6 b,CoRoT-6,8.886593
CoRoT-6 b,CoRoT-6,8.8866287
CoRoT-7 b,CoRoT-7,0.8535
CoRoT-7 b,CoRoT-7,0.85359163
CoRoT-7 b,CoRoT-7,0.85359159
CoRoT-7 b,CoRoT-7,0.854
CoRoT-7 b,CoRoT-7,0.853585
CoRoT-7 b,CoRoT-7,0.853585
CoRoT-7 b,CoRoT-7,0.853585
CoRoT-7 b,CoRoT-7,0.85359165
CoRoT-7 c,CoRoT-7,3.697
CoRoT-7 c,CoRoT-7,3.698
CoRoT-7 c,CoRoT-7,3.7
CoRoT-7 d,CoRoT-7,8.966
CoRoT-8 b,CoRoT-8,6.212381
CoRoT-8 b,CoRoT-8,6.212445
CoRoT-8 b,CoRoT-8,6.21229
CoRoT-8 b,CoRoT-8,6.21229
CoRoT-9 b,CoRoT-9,95.272656
CoRoT-9 b,CoRoT-9,95.272656
CoRoT-9 b,CoRoT-9,95.2738
CoRoT-9 b,CoRoT-9,95.272725
CoRoT-9 b,CoRoT-9,95.2738
DE CVn b,DE CVn,4098.1
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,246.36
DH Tau b,DH Tau,NA
DH Tau b,DH Tau,NA
DMPP-1 b,DMPP-1,17.812
DMPP-1 b,DMPP-1,18.57
DMPP-1 c,DMPP-1,10.03
DMPP-1 c,DMPP-1,6.584
DMPP-1 d,DMPP-1,3.1417
DMPP-1 d,DMPP-1,2.882
DMPP-1 e,DMPP-1,5.516
DMPP-2 b,DMPP-2,5.203
DMPP-2 b,DMPP-2,5.2072
DMPP-2 c,DMPP-2,3.168
DMPP-2 d,DMPP-2,16.491
DMPP-3 A b,DMPP-3 A,5.59
DMPP-3 A b,DMPP-3 A,6.6732
DMPP-3 A b,DMPP-3 A,6.6736
DMPP-4 b,DMPP-4,3.4982
DMPP-6 b,DMPP-6,7.6027
DMPP-6 c,DMPP-6,36.441
DMPP-7 b,DMPP-7,4.984
DMPP-8 b,DMPP-8,62.915
DMPP-9 b,DMPP-9,12.733
DP Leo b,DP Leo,10220
DP Leo b,DP Leo,8693
DS Tuc A b,DS Tuc A,8.1387
DS Tuc A b,DS Tuc A,8.13822217724
DS Tuc A b,DS Tuc A,8.138268
EPIC 201170410.02,EPIC 201170410,6.7987
EPIC 201238110 b,EPIC 201238110,28.1696
EPIC 201238110 b,EPIC 201238110,28.1656
EPIC 201427007 b,EPIC 201427007,0.72091
EPIC 201497682 b,EPIC 201497682,2.13174
EPIC 201595106 b,EPIC 201595106,0.877183
EPIC 201595106 b,EPIC 201595106,0.87703
EPIC 201595106 b,EPIC 201595106,0.87724
EPIC 201595106 b,EPIC 201595106,0.877214
EPIC 201615463 c,K2-166,3.80464
EPIC 201754305 d,K2-16,2.71578
EPIC 201757695.02,EPIC 201757695,2.0478
EPIC 201833600 c,K2-50,3.96165
EPIC 201833600 c,K2-50,3.96151
EPIC 201841433 b,EPIC 201841433,4.1698
EPIC 201841433 b,EPIC 201841433,4.16888
EPIC 201841433 b,EPIC 201841433,4.16959
EPIC 205950854 c,K2-168,8.050722
EPIC 205950854 c,K2-168,8.0468
EPIC 205950854 c,K2-168,8.0516
EPIC 206024342 b,EPIC 206024342,4.50756
EPIC 206024342 b,EPIC 206024342,4.50717
EPIC 206024342 c,EPIC 206024342,0.911618
EPIC 206024342 c,EPIC 206024342,0.911724
EPIC 206024342 c,EPIC 206024342,0.9116567
EPIC 206024342 d,EPIC 206024342,14.647531
EPIC 206024342 d,EPIC 206024342,14.6435
EPIC 206024342 d,EPIC 206024342,14.641541
EPIC 206024342 d,EPIC 206024342,14.637
EPIC 206032309 b,EPIC 206032309,2.87814
EPIC 206042996 b,EPIC 206042996,5.29853
EPIC 206042996 b,EPIC 206042996,5.29711
EPIC 206042996 b,EPIC 206042996,5.2986
EPIC 206042996 c,EPIC 206042996,0.35490972
EPIC 206042996 c,EPIC 206042996,0.354884
EPIC 206215704 b,EPIC 206215704,2.25372
EPIC 206215704 b,EPIC 206215704,2.25558
EPIC 206215704 b,EPIC 206215704,2.255436
EPIC 206317286 b,EPIC 206317286,1.58316
EPIC 206317286 b,EPIC 206317286,1.58252
EPIC 206317286 c,EPIC 206317286,17.501662
EPIC 206317286 c,EPIC 206317286,17.515472
EPIC 206317286 c,EPIC 206317286,17.5125
EPIC 211822797 b,EPIC 211822797,21.1595
EPIC 211822797 b,EPIC 211822797,21.1701963
EPIC 211822797 b,EPIC 211822797,21.17623917
EPIC 211822797 b,EPIC 211822797,21.169619
EPIC 211822797 b,EPIC 211822797,21.169861
EPIC 211822797 b,EPIC 211822797,21.1686
EPIC 211945201 b,EPIC 211945201,19.491
EPIC 211945201 b,EPIC 211945201,19.507350249999998
EPIC 211945201 b,EPIC 211945201,19.491
EPIC 211945201 b,EPIC 211945201,19.4921498
EPIC 211945201 b,EPIC 211945201,19.4921473
EPIC 211945201 b,EPIC 211945201,19.491795
EPIC 211945201 b,EPIC 211945201,19.491965
EPIC 211945201 b,EPIC 211945201,19.492132
EPIC 211945201 b,EPIC 211945201,19.49183
EPIC 211945201 b,EPIC 211945201,19.49221
EPIC 211945201 b,EPIC 211945201,19.49213
EPIC 212297394 b,EPIC 212297394,2.289363
EPIC 212297394 b,EPIC 212297394,2.28943
EPIC 212297394 b,EPIC 212297394,2.28896
EPIC 212297394 c,EPIC 212297394,5.213
EPIC 212297394 c,EPIC 212297394,5.213965
EPIC 212297394 c,EPIC 212297394,5.21378
EPIC 212424622 b,EPIC 212424622,18.0971
EPIC 212424622 b,EPIC 212424622,18.0983
EPIC 212499991 b,EPIC 212499991,34.885
EPIC 212587672 b,EPIC 212587672,15.2841
EPIC 212587672 b,EPIC 212587672,15.28078
EPIC 212587672 b,EPIC 212587672,15.2841
EPIC 212587672 c,EPIC 212587672,23.226001
EPIC 212587672 c,EPIC 212587672,23.24110566
EPIC 212587672 c,EPIC 212587672,23.226
EPIC 212587672 c,EPIC 212587672,23.226
EPIC 212587672 c,EPIC 212587672,23.228555
EPIC 212587672 c,EPIC 212587672,23.2259
EPIC 212624936 b,EPIC 212624936,0.578657
EPIC 212624936 c,EPIC 212624936,11.81387
EPIC 212624936 c,EPIC 212624936,11.811437
EPIC 212737443 b,EPIC 212737443,13.60697954
EPIC 212737443 b,EPIC 212737443,13.603
EPIC 212737443 b,EPIC 212737443,13.603
EPIC 212737443 c,EPIC 212737443,65.55
EPIC 220492298 b,EPIC 220492298,0.762406
EPIC 220554210 c,K2-282,0.70531
EPIC 220554210 c,K2-282,0.705386
EPIC 220554210 c,K2-282,0.70531
EPIC 220674823 b,EPIC 220674823,0.571308
EPIC 220674823 b,EPIC 220674823,0.571331
EPIC 220674823 b,EPIC 220674823,0.57130782
EPIC 220674823 b,EPIC 220674823,0.571285
EPIC 220674823 b,EPIC 220674823,0.571
EPIC 220674823 b,EPIC 220674823,0.571282
EPIC 220674823 b,EPIC 220674823,0.571292
EPIC 220674823 b,EPIC 220674823,0.571336
EPIC 220674823 b,EPIC 220674823,0.571336
EPIC 220674823 b,EPIC 220674823,0.571212
EPIC 220674823 b,EPIC 220674823,0.5713127
EPIC 220674823 b,EPIC 220674823,0.571299
EPIC 220674823 b,EPIC 220674823,0.571292
EPIC 220674823 c,EPIC 220674823,13.33918
EPIC 220674823 c,EPIC 220674823,13.341245
EPIC 220674823 c,EPIC 220674823,13.334615
EPIC 220674823 c,EPIC 220674823,13.340603
EPIC 220674823 c,EPIC 220674823,13.33989
EPIC 220674823 c,EPIC 220674823,13.3397
EPIC 220674823 c,EPIC 220674823,13.33877
EPIC 220674823 c,EPIC 220674823,13.339079
EPIC 220674823 c,EPIC 220674823,13.3397
EPIC 220674823 c,EPIC 220674823,13.339746
EPIC 220674823 c,EPIC 220674823,13.338687
EPIC 220674823 c,EPIC 220674823,13.3387
EPIC 228836835 b,EPIC 228836835,0.72813
EPIC 228836835 b,EPIC 228836835,0.728113
EPIC 229004835 b,EPIC 229004835,16.1388
EPIC 229004835 b,EPIC 229004835,16.13655
EPIC 229004835 b,EPIC 229004835,16.141132
EPIC 229004835 b,EPIC 229004835,16.140442
EPIC 246851721 b,EPIC 246851721,6.180235
EPIC 246851721 b,EPIC 246851721,6.18026138745
EPIC 246851721 b,EPIC 246851721,6.1802679
EPIC 248847494 b,EPIC 248847494,3650
EPIC 249893012 b,EPIC 249893012,3.5951
EPIC 249893012 c,EPIC 249893012,15.624
EPIC 249893012 d,EPIC 249893012,35.747
FU Tau b,FU Tau,NA
FU Tau b,FU Tau,NA
G 192-15 b,G 192-15,2.27476
G 192-15 c,G 192-15,1219
G 196-3 b,G 196-3,NA
G 261-6 b,G 261-6,5.4536
G 264-012 b,G 264-012,2.30538
G 264-012 c,G 264-012,8.0518
G 268-110 b,G 268-110,1.43263
G 9-40 b,G 9-40,5.7459996
G 9-40 b,G 9-40,5.7459982
G 9-40 b,G 9-40,5.746007
G 9-40 b,G 9-40,5.745912
G 9-40 b,G 9-40,5.7459945
GJ 1002 b,GJ 1002,10.3465
GJ 1002 c,GJ 1002,21.202
GJ 1061 b,GJ 1061,3.204
GJ 1061 b,GJ 1061,3.2073
GJ 1061 c,GJ 1061,6.6821
GJ 1061 c,GJ 1061,6.689
GJ 1061 d,GJ 1061,13.031
GJ 1061 d,GJ 1061,13.066
GJ 1132 b,GJ 1132,1.628931
GJ 1132 b,GJ 1132,1.62893
GJ 1132 b,GJ 1132,1.62893219977
GJ 1132 b,GJ 1132,1.62892911
GJ 1132 b,GJ 1132,1.6289304
GJ 1132 b,GJ 1132,1.6289287
GJ 1132 b,GJ 1132,NA
GJ 1132 b,GJ 1132,1.6289287
GJ 1132 c,GJ 1132,8.929
GJ 1148 b,GJ 1148,41.397
GJ 1148 b,GJ 1148,41.38
GJ 1148 b,GJ 1148,41.375
GJ 1148 c,GJ 1148,535.9
GJ 1148 c,GJ 1148,532.58
GJ 1151 c,GJ 1151,389.7
GJ 1214 b,GJ 1214,1.580404418
GJ 1214 b,GJ 1214,1.580404531
GJ 1214 b,GJ 1214,1.580404938
GJ 1214 b,GJ 1214,1.58040454
GJ 1214 b,GJ 1214,1.58040417
GJ 1214 b,GJ 1214,1.5804043
GJ 1214 b,GJ 1214,1.58040456
GJ 1214 b,GJ 1214,1.580408346
GJ 1214 b,GJ 1214,1.58040481
GJ 1214 b,GJ 1214,1.58040481
GJ 1214 b,GJ 1214,NA
GJ 1214 b,GJ 1214,1.5803925
GJ 1214 b,GJ 1214,1.58040482
GJ 1214 b,GJ 1214,1.580404341
GJ 1214 b,GJ 1214,1.58040433
GJ 1214 b,GJ 1214,1.58040464894
GJ 1214 b,GJ 1214,1.58040487
GJ 1214 b,GJ 1214,1.5804049
GJ 1214 b,GJ 1214,1.58040482
GJ 1214 b,GJ 1214,1.580404571
GJ 1252 b,GJ 1252,0.5182331
GJ 1252 b,GJ 1252,0.5182464
GJ 1252 b,GJ 1252,0.5182418
GJ 1252 b,GJ 1252,0.51824246094
GJ 1252 b,GJ 1252,0.5182416
GJ 1252 b,GJ 1252,0.5182349
GJ 1265 b,GJ 1265,3.6511
GJ 1289 b,GJ 1289,111.74
GJ 143 b,GJ 143,35.61338894968
GJ 143 b,GJ 143,35.61253
GJ 143 b,GJ 143,35.589
GJ 15 A b,GJ 15 A,11.4432
GJ 15 A b,GJ 15 A,11.4433
GJ 15 A b,GJ 15 A,11.4407
GJ 15 A c,GJ 15 A,7600
GJ 160.2 b,GJ 160.2,5.2354
GJ 163 b,GJ 163,8.63182
