# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 19 20:13:08 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
#
pl_name,discoverymethod,disc_year
11 Com b,Radial Velocity,2007
11 Com b,Radial Velocity,2007
11 Com b,Radial Velocity,2007
11 UMi b,Radial Velocity,2009
11 UMi b,Radial Velocity,2009
11 UMi b,Radial Velocity,2009
14 And b,Radial Velocity,2008
14 And b,Radial Velocity,2008
14 And b,Radial Velocity,2008
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
14 Her b,Radial Velocity,2002
16 Cyg B b,Radial Velocity,1996
16 Cyg B b,Radial Velocity,1996
16 Cyg B b,Radial Velocity,1996
16 Cyg B b,Radial Velocity,1996
16 Cyg B b,Radial Velocity,1996
16 Cyg B b,Radial Velocity,1996
17 Sco b,Radial Velocity,2020
18 Del b,Radial Velocity,2008
18 Del b,Radial Velocity,2008
18 Del b,Radial Velocity,2008
1RXS J160929.1-210524 b,Imaging,2008
1RXS J160929.1-210524 b,Imaging,2008
1RXS J160929.1-210524 b,Imaging,2008
1RXS J160929.1-210524 b,Imaging,2008
24 Boo b,Radial Velocity,2018
24 Boo b,Radial Velocity,2018
24 Sex b,Radial Velocity,2010
24 Sex c,Radial Velocity,2010
2M0437 b,Imaging,2021
2MASS J01033563-5515561 AB b,Imaging,2013
2MASS J01225093-2439505 b,Imaging,2013
2MASS J01225093-2439505 b,Imaging,2013
2MASS J02192210-3925225 b,Imaging,2015
2MASS J0249-0557 c,Imaging,2018
2MASS J03590986+2009361 b,Imaging,2024
2MASS J04414489+2301513 b,Imaging,2010
2MASS J11011926-7732383 b,Imaging,2024
2MASS J11550485-7919108 b,Imaging,2024
2MASS J12073346-3932539 b,Imaging,2004
2MASS J12073346-3932539 b,Imaging,2004
2MASS J12073346-3932539 b,Imaging,2004
2MASS J19383260+4603591 b,Eclipse Timing Variations,2015
2MASS J19383260+4603591 b,Eclipse Timing Variations,2015
2MASS J21252752-8138278 b,Imaging,2024
2MASS J22362452+4751425 b,Imaging,2016
2MASS J22501512+2325342 b,Imaging,2018
4 UMa b,Radial Velocity,2006
4 UMa b,Radial Velocity,2006
47 UMa b,Radial Velocity,1996
47 UMa b,Radial Velocity,1996
47 UMa b,Radial Velocity,1996
47 UMa b,Radial Velocity,1996
47 UMa b,Radial Velocity,1996
47 UMa b,Radial Velocity,1996
47 UMa c,Radial Velocity,2001
47 UMa c,Radial Velocity,2001
47 UMa c,Radial Velocity,2001
47 UMa c,Radial Velocity,2001
47 UMa d,Radial Velocity,2009
47 UMa d,Radial Velocity,2009
51 Eri b,Imaging,2015
51 Eri b,Imaging,2015
51 Eri b,Imaging,2015
51 Eri b,Imaging,2015
51 Eri b,Imaging,2015
51 Peg b,Radial Velocity,1995
51 Peg b,Radial Velocity,1995
51 Peg b,Radial Velocity,1995
51 Peg b,Radial Velocity,1995
51 Peg b,Radial Velocity,1995
55 Cnc B b,Radial Velocity,2025
55 Cnc B c,Radial Velocity,2025
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc b,Radial Velocity,1996
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc c,Radial Velocity,2004
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc d,Radial Velocity,2002
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc e,Radial Velocity,2004
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
55 Cnc f,Radial Velocity,2007
6 Lyn b,Radial Velocity,2008
6 Lyn b,Radial Velocity,2008
6 Lyn b,Radial Velocity,2008
6 Lyn b,Radial Velocity,2008
61 Vir b,Radial Velocity,2009
61 Vir b,Radial Velocity,2009
61 Vir b,Radial Velocity,2009
61 Vir c,Radial Velocity,2009
61 Vir c,Radial Velocity,2009
61 Vir c,Radial Velocity,2009
61 Vir d,Radial Velocity,2009
61 Vir d,Radial Velocity,2009
7 CMa b,Radial Velocity,2011
7 CMa b,Radial Velocity,2011
7 CMa b,Radial Velocity,2011
7 CMa b,Radial Velocity,2011
7 CMa c,Radial Velocity,2019
7 CMa c,Radial Velocity,2019
70 Vir b,Radial Velocity,1996
70 Vir b,Radial Velocity,1996
70 Vir b,Radial Velocity,1996
70 Vir b,Radial Velocity,1996
70 Vir b,Radial Velocity,1996
70 Vir b,Radial Velocity,1996
75 Cet b,Radial Velocity,2012
75 Cet b,Radial Velocity,2012
75 Cet c,Radial Velocity,2023
8 UMi b,Radial Velocity,2015
8 UMi b,Radial Velocity,2015
8 UMi b,Radial Velocity,2015
81 Cet b,Radial Velocity,2008
81 Cet b,Radial Velocity,2008
81 Cet b,Radial Velocity,2008
91 Aqr b,Radial Velocity,2013
AB Aur b,Imaging,2022
AB Pic b,Imaging,2005
AF Lep b,Imaging,2023
AF Lep b,Imaging,2023
AF Lep b,Imaging,2023
AF Lep b,Imaging,2023
AF Lep b,Imaging,2023
AT2021ueyL b,Microlensing,2025
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic b,Transit,2020
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic c,Transit,2021
AU Mic d,Transit Timing Variations,2023
AU Mic e,Radial Velocity,2025
AU Mic e,Radial Velocity,2025
BD+03 2562 b,Radial Velocity,2017
BD+05 4868 A b,Transit,2025
BD+14 4559 b,Radial Velocity,2009
BD+14 4559 b,Radial Velocity,2009
BD+15 2375 b,Radial Velocity,2016
BD+15 2940 b,Radial Velocity,2013
BD+20 2457 b,Radial Velocity,2009
BD+20 2457 b,Radial Velocity,2009
BD+20 2457 c,Radial Velocity,2009
BD+20 274 b,Radial Velocity,2012
BD+20 594 b,Transit,2016
BD+20 594 b,Transit,2016
BD+20 594 b,Transit,2016
BD+37 3172 b,Radial Velocity,2023
BD+42 2315 b,Radial Velocity,2023
BD+45 564 b,Radial Velocity,2021
BD+48 738 b,Radial Velocity,2011
BD+48 740 b,Radial Velocity,2018
BD+49 828 b,Radial Velocity,2015
BD+55 362 b,Radial Velocity,2021
BD+60 1417 b,Imaging,2021
BD+63 1405 b,Radial Velocity,2021
BD+63 1405 b,Radial Velocity,2021
BD-06 1339 b,Radial Velocity,2013
BD-06 1339 b,Radial Velocity,2013
BD-06 1339 c,Radial Velocity,2013
BD-08 2823 b,Radial Velocity,2009
BD-08 2823 b,Radial Velocity,2009
BD-08 2823 b,Radial Velocity,2009
BD-08 2823 c,Radial Velocity,2009
BD-10 3166 b,Radial Velocity,2000
BD-10 3166 b,Radial Velocity,2000
BD-10 3166 b,Radial Velocity,2000
BD-10 3166 b,Radial Velocity,2000
BD-11 4672 b,Radial Velocity,2014
BD-11 4672 b,Radial Velocity,2014
BD-11 4672 c,Radial Velocity,2020
BD-13 2130 b,Radial Velocity,2007
BD-13 2130 b,Radial Velocity,2007
BD-14 3065 b,Transit,2024
BD-14 3065 b,Transit,2024
BD-17 63 b,Radial Velocity,2008
BD-17 63 b,Radial Velocity,2008
BD-17 63 b,Radial Velocity,2008
BD-17 63 b,Radial Velocity,2008
BD-210397 b,Radial Velocity,2023
BD-210397 c,Radial Velocity,2023
BD-210397 c,Radial Velocity,2023
BD-210397 c,Radial Velocity,2023
BEBOP-3 b,Radial Velocity,2025
BEBOP-4 AB b,Radial Velocity,2025
Barnard b,Radial Velocity,2024
Barnard b,Radial Velocity,2024
Barnard c,Radial Velocity,2025
Barnard d,Radial Velocity,2025
Barnard e,Radial Velocity,2025
CD Cet b,Radial Velocity,2020
CD-35 2722 b,Imaging,2011
CD-35 2722 b,Imaging,2011
CFBDSIR J145829+101343 b,Imaging,2011
CFHTWIR-Oph 98 b,Imaging,2021
CHXR 73 b,Imaging,2006
CI Tau c,Radial Velocity,2024
COCONUTS-2 b,Imaging,2021
COCONUTS-2 b,Imaging,2021
CT Cha b,Imaging,2007
CWISEP J193518.59-154620.3 b,Imaging,2025
CoRoT-1 b,Transit,2008
CoRoT-1 b,Transit,2008
CoRoT-1 b,Transit,2008
CoRoT-1 b,Transit,2008
CoRoT-1 b,Transit,2008
CoRoT-1 b,Transit,2008
CoRoT-1 b,Transit,2008
CoRoT-10 b,Transit,2010
CoRoT-10 b,Transit,2010
CoRoT-10 b,Transit,2010
CoRoT-10 b,Transit,2010
CoRoT-11 b,Transit,2010
CoRoT-11 b,Transit,2010
CoRoT-11 b,Transit,2010
CoRoT-11 b,Transit,2010
CoRoT-11 b,Transit,2010
CoRoT-11 b,Transit,2010
CoRoT-11 b,Transit,2010
CoRoT-12 b,Transit,2010
CoRoT-12 b,Transit,2010
CoRoT-12 b,Transit,2010
CoRoT-12 b,Transit,2010
CoRoT-12 b,Transit,2010
CoRoT-12 b,Transit,2010
CoRoT-13 b,Transit,2010
CoRoT-13 b,Transit,2010
CoRoT-13 b,Transit,2010
CoRoT-13 b,Transit,2010
CoRoT-13 b,Transit,2010
CoRoT-14 b,Transit,2010
CoRoT-14 b,Transit,2010
CoRoT-14 b,Transit,2010
CoRoT-16 b,Transit,2011
CoRoT-16 b,Transit,2011
CoRoT-17 b,Transit,2011
CoRoT-17 b,Transit,2011
CoRoT-17 b,Transit,2011
CoRoT-18 b,Transit,2011
CoRoT-18 b,Transit,2011
CoRoT-18 b,Transit,2011
CoRoT-18 b,Transit,2011
CoRoT-18 b,Transit,2011
CoRoT-18 b,Transit,2011
CoRoT-19 b,Transit,2011
CoRoT-19 b,Transit,2011
CoRoT-19 b,Transit,2011
CoRoT-19 b,Transit,2011
CoRoT-19 b,Transit,2011
CoRoT-19 b,Transit,2011
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-2 b,Transit,2008
CoRoT-20 b,Transit,2011
CoRoT-20 b,Transit,2011
CoRoT-20 b,Transit,2011
CoRoT-20 b,Transit,2011
CoRoT-20 b,Transit,2011
CoRoT-20 b,Transit,2011
CoRoT-20 c,Radial Velocity,2018
CoRoT-21 b,Transit,2012
CoRoT-21 b,Transit,2012
CoRoT-22 b,Transit,2014
CoRoT-23 b,Transit,2011
CoRoT-23 b,Transit,2011
CoRoT-23 b,Transit,2011
CoRoT-24 b,Transit,2014
CoRoT-24 c,Transit,2014
CoRoT-25 b,Transit,2013
CoRoT-25 b,Transit,2013
CoRoT-26 b,Transit,2013
CoRoT-26 b,Transit,2013
CoRoT-27 b,Transit,2014
CoRoT-27 b,Transit,2014
CoRoT-28 b,Transit,2015
CoRoT-28 b,Transit,2015
CoRoT-29 b,Transit,2015
CoRoT-29 b,Transit,2015
CoRoT-29 b,Transit,2015
CoRoT-3 b,Transit,2008
CoRoT-3 b,Transit,2008
CoRoT-3 b,Transit,2008
CoRoT-3 b,Transit,2008
CoRoT-3 b,Transit,2008
CoRoT-30 b,Transit,2020
CoRoT-31 b,Transit,2020
CoRoT-32 b,Transit,2018
CoRoT-32 b,Transit,2018
CoRoT-35 b,Transit,2022
CoRoT-36 b,Transit,2022
CoRoT-4 b,Transit,2008
CoRoT-4 b,Transit,2008
CoRoT-4 b,Transit,2008
CoRoT-4 b,Transit,2008
CoRoT-5 b,Transit,2009
CoRoT-5 b,Transit,2009
CoRoT-5 b,Transit,2009
CoRoT-5 b,Transit,2009
CoRoT-5 b,Transit,2009
CoRoT-5 b,Transit,2009
CoRoT-6 b,Transit,2009
CoRoT-6 b,Transit,2009
CoRoT-6 b,Transit,2009
CoRoT-6 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 b,Transit,2009
CoRoT-7 c,Radial Velocity,2009
CoRoT-7 c,Radial Velocity,2009
CoRoT-7 c,Radial Velocity,2009
CoRoT-7 d,Radial Velocity,2022
CoRoT-8 b,Transit,2010
CoRoT-8 b,Transit,2010
CoRoT-8 b,Transit,2010
CoRoT-8 b,Transit,2010
CoRoT-9 b,Transit,2009
CoRoT-9 b,Transit,2009
CoRoT-9 b,Transit,2009
CoRoT-9 b,Transit,2009
CoRoT-9 b,Transit,2009
DE CVn b,Eclipse Timing Variations,2018
DENIS-P J082303.1-491201 b,Astrometry,2013
DH Tau b,Imaging,2004
DH Tau b,Imaging,2004
DMPP-1 b,Radial Velocity,2019
DMPP-1 b,Radial Velocity,2019
DMPP-1 c,Radial Velocity,2019
DMPP-1 c,Radial Velocity,2019
DMPP-1 d,Radial Velocity,2019
DMPP-1 d,Radial Velocity,2019
DMPP-1 e,Radial Velocity,2019
DMPP-2 b,Radial Velocity,2019
DMPP-2 b,Radial Velocity,2019
DMPP-2 c,Radial Velocity,2026
DMPP-2 d,Radial Velocity,2026
DMPP-3 A b,Radial Velocity,2019
DMPP-3 A b,Radial Velocity,2019
DMPP-3 A b,Radial Velocity,2019
DMPP-4 b,Radial Velocity,2023
DMPP-6 b,Radial Velocity,2026
DMPP-6 c,Radial Velocity,2026
DMPP-7 b,Radial Velocity,2026
DMPP-8 b,Radial Velocity,2026
DMPP-9 b,Radial Velocity,2026
DP Leo b,Eclipse Timing Variations,2009
DP Leo b,Eclipse Timing Variations,2009
DS Tuc A b,Transit,2019
DS Tuc A b,Transit,2019
DS Tuc A b,Transit,2019
EPIC 201170410.02,Transit,2020
EPIC 201238110 b,Transit,2019
EPIC 201238110 b,Transit,2019
EPIC 201427007 b,Transit,2021
EPIC 201497682 b,Transit,2019
EPIC 201595106 b,Transit,2021
EPIC 201595106 b,Transit,2021
EPIC 201595106 b,Transit,2021
EPIC 201595106 b,Transit,2021
EPIC 201615463 c,Transit,2019
EPIC 201754305 d,Transit,2019
EPIC 201757695.02,Transit,2020
EPIC 201833600 c,Transit,2019
EPIC 201833600 c,Transit,2019
EPIC 201841433 b,Transit,2019
EPIC 201841433 b,Transit,2019
EPIC 201841433 b,Transit,2019
EPIC 205950854 c,Transit,2019
EPIC 205950854 c,Transit,2019
EPIC 205950854 c,Transit,2019
EPIC 206024342 b,Transit,2019
EPIC 206024342 b,Transit,2019
EPIC 206024342 c,Transit,2021
EPIC 206024342 c,Transit,2021
EPIC 206024342 c,Transit,2021
EPIC 206024342 d,Transit,2021
EPIC 206024342 d,Transit,2021
EPIC 206024342 d,Transit,2021
EPIC 206024342 d,Transit,2021
EPIC 206032309 b,Transit,2019
EPIC 206042996 b,Transit,2019
EPIC 206042996 b,Transit,2019
EPIC 206042996 b,Transit,2019
EPIC 206042996 c,Transit,2021
EPIC 206042996 c,Transit,2021
EPIC 206215704 b,Transit,2019
EPIC 206215704 b,Transit,2019
EPIC 206215704 b,Transit,2019
EPIC 206317286 b,Transit,2019
EPIC 206317286 b,Transit,2019
EPIC 206317286 c,Transit,2022
EPIC 206317286 c,Transit,2022
EPIC 206317286 c,Transit,2022
EPIC 211822797 b,Transit,2016
EPIC 211822797 b,Transit,2016
EPIC 211822797 b,Transit,2016
EPIC 211822797 b,Transit,2016
EPIC 211822797 b,Transit,2016
EPIC 211822797 b,Transit,2016
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 211945201 b,Transit,2018
EPIC 212297394 b,Transit,2019
EPIC 212297394 b,Transit,2019
EPIC 212297394 b,Transit,2019
EPIC 212297394 c,Transit,2021
EPIC 212297394 c,Transit,2021
EPIC 212297394 c,Transit,2021
EPIC 212424622 b,Transit,2019
EPIC 212424622 b,Transit,2019
EPIC 212499991 b,Transit,2019
EPIC 212587672 b,Transit,2019
EPIC 212587672 b,Transit,2019
EPIC 212587672 b,Transit,2019
EPIC 212587672 c,Transit,2021
EPIC 212587672 c,Transit,2021
EPIC 212587672 c,Transit,2021
EPIC 212587672 c,Transit,2021
EPIC 212587672 c,Transit,2021
EPIC 212587672 c,Transit,2021
EPIC 212624936 b,Transit,2021
EPIC 212624936 c,Transit,2021
EPIC 212624936 c,Transit,2021
EPIC 212737443 b,Transit,2019
EPIC 212737443 b,Transit,2019
EPIC 212737443 b,Transit,2019
EPIC 212737443 c,Transit,2019
EPIC 220492298 b,Transit,2021
EPIC 220554210 c,Transit,2019
EPIC 220554210 c,Transit,2019
EPIC 220554210 c,Transit,2019
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 b,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 220674823 c,Transit,2016
EPIC 228836835 b,Transit,2021
EPIC 228836835 b,Transit,2021
EPIC 229004835 b,Transit,2023
EPIC 229004835 b,Transit,2023
EPIC 229004835 b,Transit,2023
EPIC 229004835 b,Transit,2023
EPIC 246851721 b,Transit,2018
EPIC 246851721 b,Transit,2018
EPIC 246851721 b,Transit,2018
EPIC 248847494 b,Transit,2018
EPIC 249893012 b,Transit,2020
EPIC 249893012 c,Transit,2020
EPIC 249893012 d,Transit,2020
FU Tau b,Imaging,2008
FU Tau b,Imaging,2008
G 192-15 b,Radial Velocity,2025
G 192-15 c,Radial Velocity,2025
G 196-3 b,Imaging,2024
G 261-6 b,Radial Velocity,2025
G 264-012 b,Radial Velocity,2021
G 264-012 c,Radial Velocity,2021
G 268-110 b,Radial Velocity,2025
G 9-40 b,Transit,2019
G 9-40 b,Transit,2019
G 9-40 b,Transit,2019
G 9-40 b,Transit,2019
G 9-40 b,Transit,2019
GJ 1002 b,Radial Velocity,2022
GJ 1002 c,Radial Velocity,2022
GJ 1061 b,Radial Velocity,2020
GJ 1061 b,Radial Velocity,2020
GJ 1061 c,Radial Velocity,2020
GJ 1061 c,Radial Velocity,2020
GJ 1061 d,Radial Velocity,2020
GJ 1061 d,Radial Velocity,2020
GJ 1132 b,Transit,2015
GJ 1132 b,Transit,2015
GJ 1132 b,Transit,2015
GJ 1132 b,Transit,2015
GJ 1132 b,Transit,2015
GJ 1132 b,Transit,2015
GJ 1132 b,Transit,2015
GJ 1132 b,Transit,2015
GJ 1132 c,Radial Velocity,2018
GJ 1148 b,Radial Velocity,2010
GJ 1148 b,Radial Velocity,2010
GJ 1148 b,Radial Velocity,2010
GJ 1148 c,Radial Velocity,2017
GJ 1148 c,Radial Velocity,2017
GJ 1151 c,Radial Velocity,2023
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1214 b,Transit,2009
GJ 1252 b,Transit,2020
GJ 1252 b,Transit,2020
GJ 1252 b,Transit,2020
GJ 1252 b,Transit,2020
GJ 1252 b,Transit,2020
GJ 1252 b,Transit,2020
GJ 1265 b,Radial Velocity,2018
GJ 1289 b,Radial Velocity,2024
GJ 143 b,Transit,2019
GJ 143 b,Transit,2019
GJ 143 b,Transit,2019
GJ 15 A b,Radial Velocity,2014
GJ 15 A b,Radial Velocity,2014
GJ 15 A b,Radial Velocity,2014
GJ 15 A c,Radial Velocity,2018
GJ 160.2 b,Radial Velocity,2014
GJ 163 b,Radial Velocity,2013
GJ 163 c,Radial Velocity,2013
GJ 163 d,Radial Velocity,2013
GJ 179 b,Radial Velocity,2009
GJ 179 b,Radial Velocity,2009
GJ 179 b,Radial Velocity,2009
GJ 180 b,Radial Velocity,2014
GJ 180 b,Radial Velocity,2014
GJ 180 c,Radial Velocity,2014
GJ 180 d,Radial Velocity,2020
GJ 2030 b,Radial Velocity,2022
GJ 2030 c,Radial Velocity,2022
GJ 2056 b,Radial Velocity,2020
GJ 2126 b,Radial Velocity,2025
GJ 229 A c,Radial Velocity,2020
GJ 229 A c,Radial Velocity,2020
GJ 229 b,Radial Velocity,2014
GJ 229 b,Radial Velocity,2014
GJ 229 b,Radial Velocity,2014
GJ 238 b,Transit,2024
GJ 238 b,Transit,2024
GJ 251 b,Radial Velocity,2020
GJ 251 b,Radial Velocity,2020
GJ 251 c,Radial Velocity,2025
GJ 27.1 b,Radial Velocity,2014
GJ 273 b,Radial Velocity,2017
GJ 273 c,Radial Velocity,2017
GJ 3021 b,Radial Velocity,2000
GJ 3082 b,Radial Velocity,2020
GJ 3090 b,Transit,2022
GJ 3090 b,Transit,2022
GJ 3090 b,Transit,2022
GJ 3090 b,Transit,2022
GJ 3090 c,Radial Velocity,2026
GJ 3138 b,Radial Velocity,2017
GJ 3138 c,Radial Velocity,2017
GJ 3138 d,Radial Velocity,2017
GJ 317 b,Radial Velocity,2007
GJ 317 b,Radial Velocity,2007
GJ 317 b,Radial Velocity,2007
GJ 317 b,Radial Velocity,2007
GJ 317 b,Radial Velocity,2007
GJ 317 c,Radial Velocity,2018
GJ 317 c,Radial Velocity,2018
GJ 317 c,Radial Velocity,2018
GJ 317 c,Radial Velocity,2018
GJ 317 c,Radial Velocity,2018
GJ 3222 b,Radial Velocity,2022
GJ 328 b,Radial Velocity,2013
GJ 328 b,Radial Velocity,2013
GJ 328 c,Radial Velocity,2023
GJ 3293 b,Radial Velocity,2015
GJ 3293 b,Radial Velocity,2015
GJ 3293 c,Radial Velocity,2015
GJ 3293 c,Radial Velocity,2015
GJ 3293 d,Radial Velocity,2017
GJ 3293 e,Radial Velocity,2017
GJ 3323 b,Radial Velocity,2017
GJ 3323 c,Radial Velocity,2017
GJ 3341 b,Radial Velocity,2015
GJ 338 B b,Radial Velocity,2020
GJ 338 B b,Radial Velocity,2020
GJ 341 b,Transit,2025
GJ 341 b,Transit,2025
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3470 b,Radial Velocity,2012
GJ 3473 b,Transit,2020
GJ 3473 b,Transit,2020
GJ 3473 b,Transit,2020
GJ 3473 c,Radial Velocity,2020
GJ 3512 b,Radial Velocity,2019
GJ 3512 b,Radial Velocity,2019
GJ 3512 b,Radial Velocity,2019
GJ 3512 c,Radial Velocity,2020
GJ 3512 c,Radial Velocity,2020
GJ 357 b,Transit,2019
GJ 357 b,Transit,2019
GJ 357 b,Transit,2019
GJ 357 b,Transit,2019
GJ 357 b,Transit,2019
GJ 357 c,Radial Velocity,2019
GJ 357 d,Radial Velocity,2019
GJ 3634 b,Radial Velocity,2010
GJ 367 b,Transit,2021
GJ 367 b,Transit,2021
GJ 367 b,Transit,2021
GJ 367 c,Radial Velocity,2023
GJ 367 d,Radial Velocity,2023
GJ 3779 b,Radial Velocity,2018
GJ 3929 b,Transit,2022
GJ 3929 b,Transit,2022
GJ 3929 b,Transit,2022
GJ 3929 c,Radial Velocity,2022
GJ 393 b,Radial Velocity,2021
GJ 3942 b,Radial Velocity,2017
GJ 3988 b,Radial Velocity,2023
GJ 3998 b,Radial Velocity,2016
GJ 3998 b,Radial Velocity,2016
GJ 3998 c,Radial Velocity,2016
GJ 3998 c,Radial Velocity,2016
GJ 3998 d,Radial Velocity,2025
GJ 411 b,Radial Velocity,2019
GJ 411 b,Radial Velocity,2019
GJ 411 b,Radial Velocity,2019
GJ 411 b,Radial Velocity,2019
GJ 411 b,Radial Velocity,2019
GJ 414 A b,Radial Velocity,2021
